エリア,対象分類,date,visitors
渋谷区,来訪者,2020-02-28,500000
渋谷区,来訪者,2020-02-29,267000
中野区,住人,2020-02-01,321000
中野区,住人,2020-02-02,321000
中野区,住人,2020-02-03,321000
中野区,住人,2020-02-04,321000
中野区,住人,2020-02-05,321000
中野区,住人,2020-02-06,321000
中野区,住人,2020-02-07,321000
中野区,住人,2020-02-08,321000
中野区,住人,2020-02-09,321000
中野区,住人,2020-02-10,321000
中野区,住人,2020-02-11,321000
中野区,住人,2020-02-12,321000
中野区,住人,2020-02-13,321000
中野区,住人,2020-02-14,321000
中野区,住人,2020-02-15,321000
中野区,住人,2020-02-16,321000
中野区,住人,2020-02-17,321000
中野区,住人,2020-02-18,321000
中野区,住人,2020-02-19,321000
中野区,住人,2020-02-20,321000
中野区,住人,2020-02-21,321000
中野区,住人,2020-02-22,321000
中野区,住人,2020-02-23,321000
中野区,住人,2020-02-24,321000
中野区,住人,2020-02-25,321000
中野区,住人,2020-02-26,321000
中野区,住人,2020-02-27,321000
中野区,住人,2020-02-28,321000
中野区,住人,2020-02-29,321000
中野区,来訪者,2020-02-01,166000
中野区,来訪者,2020-02-02,139000
中野区,来訪者,2020-02-03,229000
中野区,来訪者,2020-02-04,230000
中野区,来訪者,2020-02-05,228000
中野区,来訪者,2020-02-06,233000
中野区,来訪者,2020-02-07,234000
中野区,来訪者,2020-02-08,163000
中野区,来訪者,2020-02-09,135000
中野区,来訪者,2020-02-10,222000
中野区,来訪者,2020-02-11,142000
中野区,来訪者,2020-02-12,226000
中野区,来訪者,2020-02-13,229000
中野区,来訪者,2020-02-14,233000
中野区,来訪者,2020-02-15,164000
中野区,来訪者,2020-02-16,130000
中野区,来訪者,2020-02-17,227000
中野区,来訪者,2020-02-18,226000
中野区,来訪者,2020-02-19,224000
中野区,来訪者,2020-02-20,225000
中野区,来訪者,2020-02-21,229000
中野区,来訪者,2020-02-22,160000
中野区,来訪者,2020-02-23,136000
中野区,来訪者,2020-02-24,135000
中野区,来訪者,2020-02-25,225000
中野区,来訪者,2020-02-26,221000
中野区,来訪者,2020-02-27,219000
中野区,来訪者,2020-02-28,221000
中野区,来訪者,2020-02-29,145000
杉並区,住人,2020-02-01,551000
杉並区,住人,2020-02-02,551000
杉並区,住人,2020-02-03,551000
杉並区,住人,2020-02-04,551000
杉並区,住人,2020-02-05,551000
杉並区,住人,2020-02-06,551000
杉並区,住人,2020-02-07,551000
杉並区,住人,2020-02-08,551000
杉並区,住人,2020-02-09,551000
杉並区,住人,2020-02-10,551000
杉並区,住人,2020-02-11,551000
杉並区,住人,2020-02-12,551000
杉並区,住人,2020-02-13,551000
杉並区,住人,2020-02-14,551000
杉並区,住人,2020-02-15,551000
杉並区,住人,2020-02-16,551000
杉並区,住人,2020-02-17,551000
杉並区,住人,2020-02-18,551000
杉並区,住人,2020-02-19,551000
杉並区,住人,2020-02-20,551000
杉並区,住人,2020-02-21,551000
杉並区,住人,2020-02-22,551000
杉並区,住人,2020-02-23,551000
杉並区,住人,2020-02-24,551000
杉並区,住人,2020-02-25,551000
杉並区,住人,2020-02-26,551000
杉並区,住人,2020-02-27,551000
杉並区,住人,2020-02-28,551000
杉並区,住人,2020-02-29,551000
杉並区,来訪者,2020-02-01,160000
杉並区,来訪者,2020-02-02,135000
杉並区,来訪者,2020-02-03,203000
杉並区,来訪者,2020-02-04,204000
杉並区,来訪者,2020-02-05,203000
杉並区,来訪者,2020-02-06,207000
杉並区,来訪者,2020-02-07,208000
杉並区,来訪者,2020-02-08,159000
杉並区,来訪者,2020-02-09,132000
杉並区,来訪者,2020-02-10,198000
杉並区,来訪者,2020-02-11,138000
杉並区,来訪者,2020-02-12,203000
杉並区,来訪者,2020-02-13,203000
杉並区,来訪者,2020-02-14,210000
杉並区,来訪者,2020-02-15,161000
杉並区,来訪者,2020-02-16,128000
杉並区,来訪者,2020-02-17,204000
杉並区,来訪者,2020-02-18,203000
杉並区,来訪者,2020-02-19,198000
杉並区,来訪者,2020-02-20,203000
杉並区,来訪者,2020-02-21,208000
杉並区,来訪者,2020-02-22,157000
杉並区,来訪者,2020-02-23,134000
杉並区,来訪者,2020-02-24,135000
杉並区,来訪者,2020-02-25,201000
杉並区,来訪者,2020-02-26,201000
杉並区,来訪者,2020-02-27,198000
杉並区,来訪者,2020-02-28,201000
杉並区,来訪者,2020-02-29,147000
豊島区,住人,2020-02-01,277000
豊島区,住人,2020-02-02,277000
豊島区,住人,2020-02-03,277000
豊島区,住人,2020-02-04,277000
豊島区,住人,2020-02-05,277000
豊島区,住人,2020-02-06,277000
豊島区,住人,2020-02-07,277000
豊島区,住人,2020-02-08,277000
豊島区,住人,2020-02-09,277000
豊島区,住人,2020-02-10,277000
豊島区,住人,2020-02-11,277000
豊島区,住人,2020-02-12,277000
豊島区,住人,2020-02-13,277000
豊島区,住人,2020-02-14,277000
豊島区,住人,2020-02-15,277000
豊島区,住人,2020-02-16,277000
豊島区,住人,2020-02-17,277000
豊島区,住人,2020-02-18,277000
豊島区,住人,2020-02-19,277000
豊島区,住人,2020-02-20,277000
豊島区,住人,2020-02-21,277000
豊島区,住人,2020-02-22,277000
豊島区,住人,2020-02-23,277000
豊島区,住人,2020-02-24,277000
豊島区,住人,2020-02-25,277000
豊島区,住人,2020-02-26,277000
豊島区,住人,2020-02-27,277000
豊島区,住人,2020-02-28,277000
豊島区,住人,2020-02-29,277000
豊島区,来訪者,2020-02-01,207000
豊島区,来訪者,2020-02-02,172000
豊島区,来訪者,2020-02-03,301000
豊島区,来訪者,2020-02-04,304000
豊島区,来訪者,2020-02-05,301000
豊島区,来訪者,2020-02-06,305000
豊島区,来訪者,2020-02-07,309000
豊島区,来訪者,2020-02-08,204000
豊島区,来訪者,2020-02-09,167000
豊島区,来訪者,2020-02-10,293000
豊島区,来訪者,2020-02-11,181000
豊島区,来訪者,2020-02-12,301000
豊島区,来訪者,2020-02-13,301000
豊島区,来訪者,2020-02-14,308000
豊島区,来訪者,2020-02-15,207000
豊島区,来訪者,2020-02-16,163000
豊島区,来訪者,2020-02-17,297000
豊島区,来訪者,2020-02-18,298000
豊島区,来訪者,2020-02-19,297000
豊島区,来訪者,2020-02-20,297000
豊島区,来訪者,2020-02-21,303000
豊島区,来訪者,2020-02-22,199000
豊島区,来訪者,2020-02-23,165000
豊島区,来訪者,2020-02-24,167000
豊島区,来訪者,2020-02-25,295000
豊島区,来訪者,2020-02-26,292000
豊島区,来訪者,2020-02-27,291000
豊島区,来訪者,2020-02-28,295000
豊島区,来訪者,2020-02-29,184000
北区,住人,2020-02-01,341000
北区,住人,2020-02-02,341000
北区,住人,2020-02-03,341000
北区,住人,2020-02-04,341000
北区,住人,2020-02-05,341000
北区,住人,2020-02-06,341000
北区,住人,2020-02-07,341000
北区,住人,2020-02-08,341000
北区,住人,2020-02-09,341000
北区,住人,2020-02-10,341000
北区,住人,2020-02-11,341000
北区,住人,2020-02-12,341000
北区,住人,2020-02-13,341000
北区,住人,2020-02-14,341000
北区,住人,2020-02-15,341000
北区,住人,2020-02-16,341000
北区,住人,2020-02-17,341000
北区,住人,2020-02-18,341000
北区,住人,2020-02-19,341000
北区,住人,2020-02-20,341000
北区,住人,2020-02-21,341000
北区,住人,2020-02-22,341000
北区,住人,2020-02-23,341000
北区,住人,2020-02-24,341000
北区,住人,2020-02-25,341000
北区,住人,2020-02-26,341000
北区,住人,2020-02-27,341000
北区,住人,2020-02-28,341000
北区,住人,2020-02-29,341000
北区,来訪者,2020-02-01,156000
北区,来訪者,2020-02-02,129000
北区,来訪者,2020-02-03,205000
北区,来訪者,2020-02-04,207000
北区,来訪者,2020-02-05,206000
北区,来訪者,2020-02-06,208000
北区,来訪者,2020-02-07,210000
北区,来訪者,2020-02-08,154000
北区,来訪者,2020-02-09,125000
北区,来訪者,2020-02-10,199000
北区,来訪者,2020-02-11,136000
北区,来訪者,2020-02-12,207000
北区,来訪者,2020-02-13,208000
北区,来訪者,2020-02-14,211000
北区,来訪者,2020-02-15,155000
北区,来訪者,2020-02-16,121000
北区,来訪者,2020-02-17,204000
北区,来訪者,2020-02-18,203000
北区,来訪者,2020-02-19,206000
北区,来訪者,2020-02-20,205000
北区,来訪者,2020-02-21,209000
北区,来訪者,2020-02-22,151000
北区,来訪者,2020-02-23,125000
北区,来訪者,2020-02-24,128000
北区,来訪者,2020-02-25,203000
北区,来訪者,2020-02-26,203000
北区,来訪者,2020-02-27,201000
北区,来訪者,2020-02-28,203000
北区,来訪者,2020-02-29,139000
荒川区,住人,2020-02-01,209000
荒川区,住人,2020-02-02,209000
荒川区,住人,2020-02-03,209000
荒川区,住人,2020-02-04,209000
荒川区,住人,2020-02-05,209000
荒川区,住人,2020-02-06,209000
荒川区,住人,2020-02-07,209000
荒川区,住人,2020-02-08,209000
荒川区,住人,2020-02-09,209000
荒川区,住人,2020-02-10,209000
荒川区,住人,2020-02-11,209000
荒川区,住人,2020-02-12,209000
荒川区,住人,2020-02-13,209000
荒川区,住人,2020-02-14,209000
荒川区,住人,2020-02-15,209000
荒川区,住人,2020-02-16,209000
荒川区,住人,2020-02-17,209000
荒川区,住人,2020-02-18,209000
荒川区,住人,2020-02-19,209000
荒川区,住人,2020-02-20,209000
荒川区,住人,2020-02-21,209000
荒川区,住人,2020-02-22,209000
荒川区,住人,2020-02-23,209000
荒川区,住人,2020-02-24,209000
荒川区,住人,2020-02-25,209000
荒川区,住人,2020-02-26,209000
荒川区,住人,2020-02-27,209000
荒川区,住人,2020-02-28,209000
荒川区,住人,2020-02-29,209000
荒川区,来訪者,2020-02-01,117000
荒川区,来訪者,2020-02-02,97000
荒川区,来訪者,2020-02-03,161000
荒川区,来訪者,2020-02-04,165000
荒川区,来訪者,2020-02-05,166000
荒川区,来訪者,2020-02-06,165000
荒川区,来訪者,2020-02-07,168000
荒川区,来訪者,2020-02-08,116000
荒川区,来訪者,2020-02-09,94900
荒川区,来訪者,2020-02-10,157000
荒川区,来訪者,2020-02-11,101000
荒川区,来訪者,2020-02-12,165000
荒川区,来訪者,2020-02-13,167000
荒川区,来訪者,2020-02-14,171000
荒川区,来訪者,2020-02-15,118000
荒川区,来訪者,2020-02-16,90900
荒川区,来訪者,2020-02-17,161000
荒川区,来訪者,2020-02-18,162000
荒川区,来訪者,2020-02-19,163000
荒川区,来訪者,2020-02-20,164000
荒川区,来訪者,2020-02-21,167000
荒川区,来訪者,2020-02-22,114000
荒川区,来訪者,2020-02-23,95900
荒川区,来訪者,2020-02-24,96500
荒川区,来訪者,2020-02-25,160000
荒川区,来訪者,2020-02-26,162000
荒川区,来訪者,2020-02-27,160000
荒川区,来訪者,2020-02-28,161000
荒川区,来訪者,2020-02-29,104000
板橋区,住人,2020-02-01,550000
板橋区,住人,2020-02-02,550000
板橋区,住人,2020-02-03,550000
板橋区,住人,2020-02-04,550000
板橋区,住人,2020-02-05,550000
板橋区,住人,2020-02-06,550000
板橋区,住人,2020-02-07,550000
板橋区,住人,2020-02-08,550000
板橋区,住人,2020-02-09,550000
板橋区,住人,2020-02-10,550000
板橋区,住人,2020-02-11,550000
板橋区,住人,2020-02-12,550000
板橋区,住人,2020-02-13,550000
板橋区,住人,2020-02-14,550000
板橋区,住人,2020-02-15,550000
板橋区,住人,2020-02-16,550000
板橋区,住人,2020-02-17,550000
板橋区,住人,2020-02-18,550000
板橋区,住人,2020-02-19,550000
板橋区,住人,2020-02-20,550000
板橋区,住人,2020-02-21,550000
板橋区,住人,2020-02-22,550000
板橋区,住人,2020-02-23,550000
板橋区,住人,2020-02-24,550000
板橋区,住人,2020-02-25,550000
板橋区,住人,2020-02-26,550000
板橋区,住人,2020-02-27,550000
板橋区,住人,2020-02-28,550000
板橋区,住人,2020-02-29,550000
板橋区,来訪者,2020-02-01,141000
板橋区,来訪者,2020-02-02,115000
板橋区,来訪者,2020-02-03,178000
板橋区,来訪者,2020-02-04,180000
板橋区,来訪者,2020-02-05,181000
板橋区,来訪者,2020-02-06,182000
板橋区,来訪者,2020-02-07,183000
板橋区,来訪者,2020-02-08,139000
板橋区,来訪者,2020-02-09,114000
板橋区,来訪者,2020-02-10,177000
板橋区,来訪者,2020-02-11,124000
板橋区,来訪者,2020-02-12,181000
板橋区,来訪者,2020-02-13,180000
板橋区,来訪者,2020-02-14,184000
板橋区,来訪者,2020-02-15,142000
板橋区,来訪者,2020-02-16,110000
板橋区,来訪者,2020-02-17,180000
板橋区,来訪者,2020-02-18,179000
板橋区,来訪者,2020-02-19,180000
板橋区,来訪者,2020-02-20,181000
板橋区,来訪者,2020-02-21,183000
板橋区,来訪者,2020-02-22,140000
板橋区,来訪者,2020-02-23,117000
板橋区,来訪者,2020-02-24,119000
板橋区,来訪者,2020-02-25,180000
板橋区,来訪者,2020-02-26,178000
板橋区,来訪者,2020-02-27,177000
板橋区,来訪者,2020-02-28,179000
板橋区,来訪者,2020-02-29,131000
練馬区,住人,2020-02-01,711000
練馬区,住人,2020-02-02,711000
練馬区,住人,2020-02-03,711000
練馬区,住人,2020-02-04,711000
練馬区,住人,2020-02-05,711000
練馬区,住人,2020-02-06,711000
練馬区,住人,2020-02-07,711000
練馬区,住人,2020-02-08,711000
練馬区,住人,2020-02-09,711000
練馬区,住人,2020-02-10,711000
練馬区,住人,2020-02-11,711000
練馬区,住人,2020-02-12,711000
練馬区,住人,2020-02-13,711000
練馬区,住人,2020-02-14,711000
練馬区,住人,2020-02-15,711000
練馬区,住人,2020-02-16,711000
練馬区,住人,2020-02-17,711000
練馬区,住人,2020-02-18,711000
練馬区,住人,2020-02-19,711000
練馬区,住人,2020-02-20,711000
練馬区,住人,2020-02-21,711000
練馬区,住人,2020-02-22,711000
練馬区,住人,2020-02-23,711000
練馬区,住人,2020-02-24,711000
練馬区,住人,2020-02-25,711000
練馬区,住人,2020-02-26,711000
練馬区,住人,2020-02-27,711000
練馬区,住人,2020-02-28,711000
練馬区,住人,2020-02-29,711000
練馬区,来訪者,2020-02-01,143000
練馬区,来訪者,2020-02-02,124000
練馬区,来訪者,2020-02-03,164000
練馬区,来訪者,2020-02-04,165000
練馬区,来訪者,2020-02-05,165000
練馬区,来訪者,2020-02-06,166000
練馬区,来訪者,2020-02-07,168000
練馬区,来訪者,2020-02-08,140000
練馬区,来訪者,2020-02-09,120000
練馬区,来訪者,2020-02-10,163000
練馬区,来訪者,2020-02-11,127000
練馬区,来訪者,2020-02-12,164000
練馬区,来訪者,2020-02-13,165000
練馬区,来訪者,2020-02-14,168000
練馬区,来訪者,2020-02-15,141000
練馬区,来訪者,2020-02-16,116000
練馬区,来訪者,2020-02-17,166000
練馬区,来訪者,2020-02-18,164000
練馬区,来訪者,2020-02-19,164000
練馬区,来訪者,2020-02-20,165000
練馬区,来訪者,2020-02-21,169000
練馬区,来訪者,2020-02-22,141000
練馬区,来訪者,2020-02-23,124000
練馬区,来訪者,2020-02-24,125000
練馬区,来訪者,2020-02-25,165000
練馬区,来訪者,2020-02-26,163000
練馬区,来訪者,2020-02-27,163000
練馬区,来訪者,2020-02-28,165000
練馬区,来訪者,2020-02-29,133000
足立区,住人,2020-02-01,670000
足立区,住人,2020-02-02,670000
足立区,住人,2020-02-03,670000
足立区,住人,2020-02-04,670000
足立区,住人,2020-02-05,670000
足立区,住人,2020-02-06,670000
足立区,住人,2020-02-07,670000
足立区,住人,2020-02-08,670000
足立区,住人,2020-02-09,670000
足立区,住人,2020-02-10,670000
足立区,住人,2020-02-11,670000
足立区,住人,2020-02-12,670000
足立区,住人,2020-02-13,670000
足立区,住人,2020-02-14,670000
足立区,住人,2020-02-15,670000
足立区,住人,2020-02-16,670000
足立区,住人,2020-02-17,670000
足立区,住人,2020-02-18,670000
足立区,住人,2020-02-19,670000
足立区,住人,2020-02-20,670000
足立区,住人,2020-02-21,670000
足立区,住人,2020-02-22,670000
足立区,住人,2020-02-23,670000
足立区,住人,2020-02-24,670000
足立区,住人,2020-02-25,670000
足立区,住人,2020-02-26,670000
足立区,住人,2020-02-27,670000
足立区,住人,2020-02-28,670000
足立区,住人,2020-02-29,670000
足立区,来訪者,2020-02-01,172000
足立区,来訪者,2020-02-02,144000
足立区,来訪者,2020-02-03,214000
足立区,来訪者,2020-02-04,215000
足立区,来訪者,2020-02-05,216000
足立区,来訪者,2020-02-06,217000
足立区,来訪者,2020-02-07,220000
足立区,来訪者,2020-02-08,171000
足立区,来訪者,2020-02-09,142000
足立区,来訪者,2020-02-10,212000
足立区,来訪者,2020-02-11,150000
足立区,来訪者,2020-02-12,216000
足立区,来訪者,2020-02-13,218000
足立区,来訪者,2020-02-14,224000
足立区,来訪者,2020-02-15,171000
足立区,来訪者,2020-02-16,135000
足立区,来訪者,2020-02-17,214000
足立区,来訪者,2020-02-18,215000
足立区,来訪者,2020-02-19,214000
足立区,来訪者,2020-02-20,215000
足立区,来訪者,2020-02-21,221000
足立区,来訪者,2020-02-22,167000
足立区,来訪者,2020-02-23,143000
足立区,来訪者,2020-02-24,145000
足立区,来訪者,2020-02-25,213000
足立区,来訪者,2020-02-26,214000
足立区,来訪者,2020-02-27,211000
足立区,来訪者,2020-02-28,217000
足立区,来訪者,2020-02-29,156000
葛飾区,住人,2020-02-01,450000
葛飾区,住人,2020-02-02,450000
葛飾区,住人,2020-02-03,450000
葛飾区,住人,2020-02-04,450000
葛飾区,住人,2020-02-05,450000
葛飾区,住人,2020-02-06,450000
葛飾区,住人,2020-02-07,450000
葛飾区,住人,2020-02-08,450000
葛飾区,住人,2020-02-09,450000
葛飾区,住人,2020-02-10,450000
葛飾区,住人,2020-02-11,450000
葛飾区,住人,2020-02-12,450000
葛飾区,住人,2020-02-13,450000
葛飾区,住人,2020-02-14,450000
葛飾区,住人,2020-02-15,450000
葛飾区,住人,2020-02-16,450000
葛飾区,住人,2020-02-17,450000
葛飾区,住人,2020-02-18,450000
葛飾区,住人,2020-02-19,450000
葛飾区,住人,2020-02-20,450000
葛飾区,住人,2020-02-21,450000
葛飾区,住人,2020-02-22,450000
葛飾区,住人,2020-02-23,450000
葛飾区,住人,2020-02-24,450000
葛飾区,住人,2020-02-25,450000
葛飾区,住人,2020-02-26,450000
葛飾区,住人,2020-02-27,450000
葛飾区,住人,2020-02-28,450000
葛飾区,住人,2020-02-29,450000
葛飾区,来訪者,2020-02-01,124000
葛飾区,来訪者,2020-02-02,106000
葛飾区,来訪者,2020-02-03,155000
葛飾区,来訪者,2020-02-04,156000
葛飾区,来訪者,2020-02-05,157000
葛飾区,来訪者,2020-02-06,157000
葛飾区,来訪者,2020-02-07,158000
葛飾区,来訪者,2020-02-08,123000
葛飾区,来訪者,2020-02-09,105000
葛飾区,来訪者,2020-02-10,154000
葛飾区,来訪者,2020-02-11,109000
葛飾区,来訪者,2020-02-12,156000
葛飾区,来訪者,2020-02-13,158000
葛飾区,来訪者,2020-02-14,161000
葛飾区,来訪者,2020-02-15,123000
葛飾区,来訪者,2020-02-16,98100
葛飾区,来訪者,2020-02-17,156000
葛飾区,来訪者,2020-02-18,155000
葛飾区,来訪者,2020-02-19,154000
葛飾区,来訪者,2020-02-20,155000
葛飾区,来訪者,2020-02-21,159000
葛飾区,来訪者,2020-02-22,120000
葛飾区,来訪者,2020-02-23,105000
葛飾区,来訪者,2020-02-24,104000
葛飾区,来訪者,2020-02-25,154000
葛飾区,来訪者,2020-02-26,153000
葛飾区,来訪者,2020-02-27,152000
葛飾区,来訪者,2020-02-28,156000
葛飾区,来訪者,2020-02-29,112000
江戸川区,住人,2020-02-01,679000
江戸川区,住人,2020-02-02,679000
江戸川区,住人,2020-02-03,679000
江戸川区,住人,2020-02-04,679000
江戸川区,住人,2020-02-05,679000
江戸川区,住人,2020-02-06,679000
江戸川区,住人,2020-02-07,679000
江戸川区,住人,2020-02-08,679000
江戸川区,住人,2020-02-09,679000
江戸川区,住人,2020-02-10,679000
江戸川区,住人,2020-02-11,679000
江戸川区,住人,2020-02-12,679000
江戸川区,住人,2020-02-13,679000
江戸川区,住人,2020-02-14,679000
江戸川区,住人,2020-02-15,679000
江戸川区,住人,2020-02-16,679000
江戸川区,住人,2020-02-17,679000
江戸川区,住人,2020-02-18,679000
江戸川区,住人,2020-02-19,679000
江戸川区,住人,2020-02-20,679000
江戸川区,住人,2020-02-21,679000
江戸川区,住人,2020-02-22,679000
江戸川区,住人,2020-02-23,679000
江戸川区,住人,2020-02-24,679000
江戸川区,住人,2020-02-25,679000
江戸川区,住人,2020-02-26,679000
江戸川区,住人,2020-02-27,679000
江戸川区,住人,2020-02-28,679000
江戸川区,住人,2020-02-29,679000
江戸川区,来訪者,2020-02-01,149000
江戸川区,来訪者,2020-02-02,128000
江戸川区,来訪者,2020-02-03,190000
江戸川区,来訪者,2020-02-04,190000
江戸川区,来訪者,2020-02-05,192000
江戸川区,来訪者,2020-02-06,191000
江戸川区,来訪者,2020-02-07,193000
江戸川区,来訪者,2020-02-08,146000
江戸川区,来訪者,2020-02-09,126000
江戸川区,来訪者,2020-02-10,186000
江戸川区,来訪者,2020-02-11,133000
江戸川区,来訪者,2020-02-12,190000
江戸川区,来訪者,2020-02-13,191000
江戸川区,来訪者,2020-02-14,194000
江戸川区,来訪者,2020-02-15,148000
江戸川区,来訪者,2020-02-16,120000
江戸川区,来訪者,2020-02-17,192000
江戸川区,来訪者,2020-02-18,190000
江戸川区,来訪者,2020-02-19,188000
江戸川区,来訪者,2020-02-20,191000
江戸川区,来訪者,2020-02-21,195000
江戸川区,来訪者,2020-02-22,145000
江戸川区,来訪者,2020-02-23,129000
江戸川区,来訪者,2020-02-24,128000
江戸川区,来訪者,2020-02-25,188000
江戸川区,来訪者,2020-02-26,187000
江戸川区,来訪者,2020-02-27,186000
江戸川区,来訪者,2020-02-28,188000
江戸川区,来訪者,2020-02-29,133000
千代田区,住人,2020-03-01,56000
千代田区,住人,2020-03-02,56000
千代田区,住人,2020-03-03,56000
千代田区,住人,2020-03-04,56000
千代田区,住人,2020-03-05,56000
千代田区,住人,2020-03-06,56000
千代田区,住人,2020-03-07,56000
千代田区,住人,2020-03-08,56000
千代田区,住人,2020-03-09,56000
千代田区,住人,2020-03-10,56000
千代田区,住人,2020-03-11,56000
千代田区,住人,2020-03-12,56000
千代田区,住人,2020-03-13,56000
千代田区,住人,2020-03-14,56000
千代田区,住人,2020-03-15,56000
千代田区,住人,2020-03-16,56000
千代田区,住人,2020-03-17,56000
千代田区,住人,2020-03-18,56000
千代田区,住人,2020-03-19,56000
千代田区,住人,2020-03-20,56000
千代田区,住人,2020-03-21,56000
千代田区,住人,2020-03-22,56000
千代田区,住人,2020-03-23,56000
千代田区,住人,2020-03-24,56000
千代田区,住人,2020-03-25,56000
千代田区,住人,2020-03-26,56000
千代田区,住人,2020-03-27,56000
千代田区,住人,2020-03-28,56000
千代田区,住人,2020-03-29,56000
千代田区,住人,2020-03-30,56000
千代田区,住人,2020-03-31,56000
千代田区,来訪者,2020-03-01,232000
千代田区,来訪者,2020-03-02,889000
千代田区,来訪者,2020-03-03,883000
千代田区,来訪者,2020-03-04,859000
千代田区,来訪者,2020-03-05,867000
千代田区,来訪者,2020-03-06,865000
千代田区,来訪者,2020-03-07,308000
千代田区,来訪者,2020-03-08,213000
千代田区,来訪者,2020-03-09,872000
千代田区,来訪者,2020-03-10,864000
千代田区,来訪者,2020-03-11,858000
千代田区,来訪者,2020-03-12,862000
千代田区,来訪者,2020-03-13,865000
千代田区,来訪者,2020-03-14,300000
千代田区,来訪者,2020-03-15,240000
千代田区,来訪者,2020-03-16,890000
千代田区,来訪者,2020-03-17,889000
千代田区,来訪者,2020-03-18,884000
千代田区,来訪者,2020-03-19,893000
千代田区,来訪者,2020-03-20,325000
千代田区,来訪者,2020-03-21,320000
千代田区,来訪者,2020-03-22,255000
千代田区,来訪者,2020-03-23,892000
千代田区,来訪者,2020-03-24,890000
千代田区,来訪者,2020-03-25,885000
千代田区,来訪者,2020-03-26,878000
千代田区,来訪者,2020-03-27,816000
千代田区,来訪者,2020-03-28,228000
千代田区,来訪者,2020-03-29,140000
千代田区,来訪者,2020-03-30,801000
千代田区,来訪者,2020-03-31,799000
中央区,住人,2020-03-01,153000
中央区,住人,2020-03-02,153000
中央区,住人,2020-03-03,153000
中央区,住人,2020-03-04,153000
中央区,住人,2020-03-05,153000
中央区,住人,2020-03-06,153000
中央区,住人,2020-03-07,153000
中央区,住人,2020-03-08,153000
中央区,住人,2020-03-09,153000
中央区,住人,2020-03-10,153000
中央区,住人,2020-03-11,153000
中央区,住人,2020-03-12,153000
中央区,住人,2020-03-13,153000
中央区,住人,2020-03-14,153000
中央区,住人,2020-03-15,153000
中央区,住人,2020-03-16,153000
中央区,住人,2020-03-17,153000
中央区,住人,2020-03-18,153000
中央区,住人,2020-03-19,153000
中央区,住人,2020-03-20,153000
中央区,住人,2020-03-21,153000
中央区,住人,2020-03-22,153000
中央区,住人,2020-03-23,153000
中央区,住人,2020-03-24,153000
中央区,住人,2020-03-25,153000
中央区,住人,2020-03-26,153000
中央区,住人,2020-03-27,153000
中央区,住人,2020-03-28,153000
中央区,住人,2020-03-29,153000
中央区,住人,2020-03-30,153000
中央区,住人,2020-03-31,153000
中央区,来訪者,2020-03-01,168000
中央区,来訪者,2020-03-02,638000
中央区,来訪者,2020-03-03,635000
中央区,来訪者,2020-03-04,615000
中央区,来訪者,2020-03-05,621000
中央区,来訪者,2020-03-06,624000
中央区,来訪者,2020-03-07,227000
中央区,来訪者,2020-03-08,158000
中央区,来訪者,2020-03-09,629000
中央区,来訪者,2020-03-10,624000
中央区,来訪者,2020-03-11,615000
中央区,来訪者,2020-03-12,623000
中央区,来訪者,2020-03-13,623000
中央区,来訪者,2020-03-14,222000
中央区,来訪者,2020-03-15,174000
中央区,来訪者,2020-03-16,637000
中央区,来訪者,2020-03-17,637000
中央区,来訪者,2020-03-18,636000
中央区,来訪者,2020-03-19,643000
中央区,来訪者,2020-03-20,232000
中央区,来訪者,2020-03-21,234000
中央区,来訪者,2020-03-22,185000
中央区,来訪者,2020-03-23,641000
中央区,来訪者,2020-03-24,641000
中央区,来訪者,2020-03-25,637000
中央区,来訪者,2020-03-26,634000
中央区,来訪者,2020-03-27,588000
中央区,来訪者,2020-03-28,169000
中央区,来訪者,2020-03-29,107000
中央区,来訪者,2020-03-30,580000
中央区,来訪者,2020-03-31,575000
港区,住人,2020-03-01,240000
港区,住人,2020-03-02,240000
港区,住人,2020-03-03,240000
港区,住人,2020-03-04,240000
港区,住人,2020-03-05,240000
港区,住人,2020-03-06,240000
港区,住人,2020-03-07,240000
港区,住人,2020-03-08,240000
港区,住人,2020-03-09,240000
港区,住人,2020-03-10,240000
港区,住人,2020-03-11,240000
港区,住人,2020-03-12,240000
港区,住人,2020-03-13,240000
港区,住人,2020-03-14,240000
港区,住人,2020-03-15,240000
港区,住人,2020-03-16,240000
港区,住人,2020-03-17,240000
港区,住人,2020-03-18,240000
港区,住人,2020-03-19,240000
港区,住人,2020-03-20,240000
港区,住人,2020-03-21,240000
港区,住人,2020-03-22,240000
港区,住人,2020-03-23,240000
港区,住人,2020-03-24,240000
港区,住人,2020-03-25,240000
港区,住人,2020-03-26,240000
港区,住人,2020-03-27,240000
港区,住人,2020-03-28,240000
港区,住人,2020-03-29,240000
港区,住人,2020-03-30,240000
港区,住人,2020-03-31,240000
港区,来訪者,2020-03-01,219000
港区,来訪者,2020-03-02,806000
港区,来訪者,2020-03-03,802000
港区,来訪者,2020-03-04,786000
港区,来訪者,2020-03-05,790000
港区,来訪者,2020-03-06,786000
港区,来訪者,2020-03-07,295000
港区,来訪者,2020-03-08,204000
港区,来訪者,2020-03-09,792000
港区,来訪者,2020-03-10,792000
港区,来訪者,2020-03-11,783000
港区,来訪者,2020-03-12,788000
港区,来訪者,2020-03-13,785000
